央视,#genre#
吴京,http://ws.flv.huya.com/src/1524434090-1524434090-6547394561457520640-3048991636-10057-A-0-1.flv
刘德华,http://121.51.249.53/tx.hls.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8
刘德华,http://ws.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv
甄子丹,http://121.51.249.53/tx.hls.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1-imgplus.m3u8
甄子丹,http://ws.flv.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.flv
周润发,http://121.51.249.53/tx.hls.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1-imgplus.m3u8
周润发,http://ws.flv.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.flv
沈腾,http://121.51.249.53/tx.hls.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1-imgplus.m3u8
沈腾,http://ws.flv.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.flv
洪金宝,http://121.51.249.53/tx.hls.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1-imgplus.m3u8
洪金宝,http://ws.flv.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.flv
徐峥,http://121.51.249.53/tx.hls.huya.com/src/1524434085-1524434085-6547394539982684160-3048991626-10057-A-0-1.m3u8
徐峥,http://ws.flv.huya.com/src/1524434085-1524434085-6547394539982684160-3048991626-10057-A-0-1.flv
爱TV,#genre#
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
4k,#genre#
美丽中4K,https://hls.cntv.baishancdnx.cn/asp/hls/8000/0303000a/3/default/9891cea600df4e8a83851b1b1ce23194/8000.m3u8
纯享4K,http://111.12.102.68:6610/PLTV/77777777/224/3221225726/index.m3u8?
爱上4K频道,http://111.20.105.60:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
咪咕视频 30M2160HDR,http://39.134.66.66/PLTV/88888888/224/3221225655/index.m3u8
咪咕视频 20M2160HDR,http://39.134.66.66/PLTV/88888888/224/3221225651/index.m3u8
央视蓝光,#genre#
CCTV1BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225674/index.m3u8?
CCTV1BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225654/index.m3u8?
CCTV1BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225772/index.m3u8?
CCTV1BD,http://39.134.66.66/PLTV/88888888/224/3221225759/index.m3u8
CCTV1BD,http://39.134.66.66/PLTV/88888888/224/3221225776/index.m3u8
CCTV1BD,http://39.134.66.66/PLTV/88888888/224/3221225780/index.m3u8
CCTV1BD,http://39.134.66.66/PLTV/88888888/224/3221225782/index.m3u8
CCTV2BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225676/index.m3u8?
CCTV2BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225657/index.m3u8?
CCTV3BD,http://111.63.117.13:6060/030000001000/CCTV3/CCTV3.m3u8
CCTV3BD,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV4BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225775/index.m3u8?
CCTV4BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225761/index.m3u8?
CCTV4BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225753/index.m3u8?
CCTV5BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225516/index.m3u8?
CCTV5+BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225621/index.m3u8?
CCTV5+BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225712/index.m3u8?
CCTV5+BD,http://39.134.66.66/PLTV/88888888/224/3221225590/index.m3u8
CCTV6BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225715/index.m3u8?
CCTV7BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225627/index.m3u8?
CCTV7BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225700/index.m3u8?
CCTV7BD,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV8BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225630/index.m3u8?
CCTV9BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225633/index.m3u8?
CCTV9BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225663/index.m3u8?
CCTV9BD,http://39.134.66.66/PLTV/88888888/224/3221225676/index.m3u8
CCTV10BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225624/index.m3u8?
CCTV10BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225704/index.m3u8?
CCTV10BD,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV11BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225739/index.m3u8?
CCTV11BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225750/index.m3u8?
CCTV12BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225645/index.m3u8?
CCTV12BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225670/index.m3u8?
CCTV13BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225677/index.m3u8?
CCTV13BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225713/index.m3u8?
CCTV13BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225742/index.m3u8?
CCTV14BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225673/index.m3u8?
CCTV14BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225648/index.m3u8?
CCTV14BD,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV15BD,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225693/index.m3u8?
CCTV15BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225830/index.m3u8?
CCTV17BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225513/index.m3u8?
CCTV17BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225833/index.m3u8?
CCTV17BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225766/index.m3u8?
CCTV17BD,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8
卫视蓝光,#genre#
湖南卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225692/index.m3u8?
湖南卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225719/index.m3u8?
湖南卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
浙江卫视BD,http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8
浙江卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225695/index.m3u8?
浙江卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
江苏卫视BD,http://39.134.39.39/PLTV/88888888/224/3221226157/index.m3u8
江苏卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225636/index.m3u8?
江苏卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
北京卫视BD,http://117.169.119.199:8080/live/hdbeijingstv/index.m3u8
北京卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225664/index.m3u8?
北京卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225651/index.m3u8?
北京卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8
北京冬奥BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225667/index.m3u8?
北京冬奥BD,http://117.169.119.199:8080/live/HD-8000k-1080P-beijingjishi/index.m3u8
天津卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
天津卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225675/index.m3u8?
天津卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
东方卫视BD,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225682/index.m3u8?
东方卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225718/index.m3u8?
东方卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
东南卫视BD,http://117.169.124.37:6610/ysten-businessmobile/live/dongnanstv/yst.m3u8
东南卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225696/index.m3u8?
东南卫视BD,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
山东卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225642/index.m3u8?
山东卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225672/index.m3u8?
山东卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225680/index.m3u8
湖北卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225689/index.m3u8?
湖北卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225721/index.m3u8?
湖北卫视BD,http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
湖北卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225594/index.m3u8
安徽卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225675/index.m3u8
安徽卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225671/index.m3u8?
安徽卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225675/index.m3u8
广东卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225667/index.m3u8
广东卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225667/index.m3u8
广东卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225666/index.m3u8?
深圳卫视BD,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视BD,http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8
深圳卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225691/index.m3u8?
深圳卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
辽宁卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225639/index.m3u8?
辽宁卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225779/index.m3u8?
辽宁卫视BD,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
龙江卫视BD,http://39.134.116.30:8080/PLTV/88888910/224/3221225690/index.m3u8
龙江卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225686/index.m3u8?
吉林卫视BD,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=25&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
吉林卫视BD,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=25&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv_CMSID=&amp;Fsv_otype=1
吉林卫视BD,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
江西卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225669/index.m3u8?
江西卫视BD,http://39.134.66.66/PLTV/88888888/224/3221225512/index.m3u8
河南卫视BD,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=19&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
河南卫视TD,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
海南卫视BD,http://39.134.39.37/PLTV/88888888/224/3221226301/index.m3u8
海南卫视BD,http://39.134.39.39/PLTV/88888888/224/3221226301/index.m3u8
云南卫视TD,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8
贵州卫视BD,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=41&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
重庆卫视BD,http://111.12.102.68:6610/PLTV/77777777/224/3221225745/index.m3u8?
重庆卫视BD,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
甘肃卫视BD,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视TD,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=142&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
宁夏卫视TD,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
宁夏卫视TD,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
青海卫视TD,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=206&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
青海卫视TD,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
新疆卫视HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
西藏卫视HD,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
内蒙卫视BD,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
内蒙卫视TD,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
山西卫视HD,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8
广西卫视HD,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8
南方卫视HD,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8
兵团卫视HD,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8
凤凰资讯BD,http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8
凤凰卫视BD,http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8
凤凰卫视BD,http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰香港BD,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港BD,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
求索TV,#genre#
求索科学,http://125.210.152.18:9090/live/QSKX_1200.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索动物,http://125.210.152.18:9090/live/QSDW_1200.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索动物FHD,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索生活,http://125.210.152.18:9090/live/QSSH_1200.m3u8
求索生活FHD,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索一,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索二,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
求索三,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索四,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
黑莓TV,#genre#
黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225683/index.m3u8
黑莓动画FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225710/index.m3u8?
黑莓电影,http://39.134.66.66/PLTV/88888888/224/3221225523/index.m3u8
黑莓电影,http://39.134.66.66/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225740/index.m3u8?
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225633/index.m3u8
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225640/index.m3u8
黑莓电竞FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225760/index.m3u8?
黑莓电竞FHD,http://117.169.119.199:8080/live/wmyx/index.m3u8
NewTV,#genre#
NewTV东北热剧,http://39.135.135.35:80/wh7f454c46tw1751026922_1159821621/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8?icpid=88888888&RTS=1554599523&from=1&hms_devid=691
NewTV东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV东北热剧FHD,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV欢乐剧场,http://39.135.135.81:80/wh7f454c46tw1744894462_1818032107/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8?icpid=88888888&RTS=1554599517&from=1&hms_devid=690
NewTV吉林,http://39.134.66.66/PLTV/88888888/224/3221225771/index.m3u8
NewTV吉林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8
NewTV四川,http://39.134.66.66/PLTV/88888888/224/3221225792/index.m3u8
NewTV四川,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8
NewTV安徽,http://39.134.66.66/PLTV/88888888/224/3221225790/index.m3u8
NewTV安徽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225790/index.m3u8
NewTV山东,http://39.134.66.66/PLTV/88888888/224/3221225763/index.m3u8
NewTV广东,http://39.134.66.66/PLTV/88888888/224/3221225767/index.m3u8
NewTV广东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225791/index.m3u8
NewTV广西,http://39.134.66.66/PLTV/88888888/224/3221225769/index.m3u8
NewTV广西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225792/index.m3u8
NewTV江西,http://39.134.66.66/PLTV/88888888/224/3221225765/index.m3u8
NewTV江西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225789/index.m3u8
NewTV山东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225788/index.m3u8
NewTV云南,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8
NewTV云南,http://39.134.66.66/PLTV/88888888/224/3221225773/index.m3u8
NewTV精品记录FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225681/index.m3u8?
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV精品体育,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229026/index.m3u8
NewTV精品体育FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225724/index.m3u8?
NewTV健康有约,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229016/index.m3u8
NewTV精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NewTV精品大剧FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225737/index.m3u8?
NewTV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV中国功夫FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225690/index.m3u8?
NewTV爱情喜剧FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225698/index.m3u8?
NewTV动作电影FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225703/index.m3u8?
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV古装剧场FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225706/index.m3u8?
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV潮妈辣婆FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225709/index.m3u8?
NewTV军旅剧场FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225727/index.m3u8?
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV炫舞未来FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225728/index.m3u8?
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
NewTV家庭剧场FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225743/index.m3u8?
NewTV惊悚悬疑FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225746/index.m3u8?
NewTV军事评论FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225749/index.m3u8?
NewTV金牌综艺FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225755/index.m3u8?
NewTV武博世界FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225758/index.m3u8?
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV农业致富FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225687/index.m3u8?
NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV怡伴健康FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225684/index.m3u8?
NewTV超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级体育FHD,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
NewTV惊悚悬疑FHD,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV搏击运动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV动画王国,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV海外剧场,http://117.169.119.199:8080/live/xiqumd/index.m3u8
NewTV欢乐剧场,http://39.135.135.81:80/wh7f454c46tw1744894462_1818032107/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8?icpid=88888888&RTS=1554599517&from=1&hms_devid=690
NewTV精品电影,http://39.134.65.4:80/wh7f454c46tw1749080918_-1055122425/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8?icpid=88888888&RTS=1554599521&from=1&hms_devid=4
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
NewTV军事评论,http://117.169.119.199:8080/live/junshipl/index.m3u8
NewTV功夫剧场,http://39.134.65.84:80/wh7f454c46tw1933122944_256139629/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8?icpid=88888888&RTS=1579029479&from=1&hms_devid=130
NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
SiTV,#genre#
SiTV动漫秀场FHD,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
SiTV都市剧场FHD,http://39.134.39.39/PLTV/88888888/224/3221226176/index.m3u8
SiTV欢笑剧场FHD,http://39.134.39.39/PLTV/88888888/224/3221226203/index.m3u8
SiTV极速汽车FHD,http://39.134.39.39/PLTV/88888888/224/3221226195/index.m3u8
SiTV劲爆体育FHD,http://39.134.39.39/PLTV/88888888/224/3221226170/index.m3u8
SiTV游戏风云,http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229320/01.m3u8?fmt=ts2hls
Hot,#genre#
iHot爱院线,http://39.134.176.159/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/01.m3u8?fmt=ts2hls
Hot少儿动漫,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/01.m3u8?fmt=ts2hls
Hot探索纪录,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228366/01.m3u8?fmt=ts2hls
Hot欧美影院,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/01.m3u8?fmt=ts2hls
Hot精品剧场,http://39.134.176.160/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228360/01.m3u8?fmt=ts2hls
Hot风尚音乐,http://39.134.176.154/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228344/01.m3u8?fmt=ts2hls
mv,#genre#
冷漠-古咖啡,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3142984&response=res&format=mp4&type=convert_url
冷漠-时光海湾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_9867444&response=res&format=mp4&type=convert_url
冷漠-真不是闹着玩,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_22836669&response=res&format=mp4&type=convert_url
冷漠-谁都不要说分手,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_12975393&response=res&format=mp4&type=convert_url
冷漠-再爱也没有用,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5834217&response=res&format=mp4&type=convert_url
冷漠-不要再说你还爱我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_911272&response=res&format=mp4&type=convert_url
冷漠-别把寂寞当缘分,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6210858&response=res&format=mp4&type=convert_url
冷漠-你把爱情给了谁,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1210771&response=res&format=mp4&type=convert_url
